bicycle	highway	name	note	surface	visible_name	boat	canoe	motorboat	waterway	canoe:conditional	wikidata	bridge	layer	ship	width	area	lit	wikipedia	tunnel	name:de	name:ru	step_count	covered	alt_name	foot	incline	loc_name	lanes	maxspeed	oneway	wheelchair	railway	man_made	nat_ref	start_date	source	source:maxspeed	construction	svg:bezier	building	ferry	public_transport	CEMT	access	old_name	name:it	canoa:conditional	fixme	name:en	name:es	name:fr	bridge:railing	bridge:structure	importance	name:ja	name:pl	name:pt	sidewalk	architect	end_date	length	name:uk	horse	official_name	material	tourism	place	source:date	footway	name:ar	name:be	name:bg	name:he	name:ko	name:tr	name:vec	name:zh	maxwidth	handrail	handrail:left	handrail:right	est_width	arcade:right	electrified	arcade:left	natural	height	psv	description	motor_vehicle	segregated	smoothness	step	ramp	ramp:bicycle	ramp:stroller	ramp:wheelchair	name_1	noexit
	steps	Ponte del Sepolcro										yes	1									5									yes																																																																				
	steps	Ponte del Sepolcro										yes	1									7																																																																													
	footway	Ponte drio la Pietà										yes	1											Ponte dei Becchi																																																																											
	steps	Ponte drio la Pietà										yes	1									11		Ponte dei Becchi																																																																											
no	pedestrian	Ramo Bollani																																																																																																	
	pedestrian	Ramo Querini																																																																																																	
no	pedestrian	Riva degli Schiavoni																																																																																																	
no	pedestrian	Sotoportego Bollani																					yes																																																																												
no	pedestrian	Sotoportego drio la Pietà																					yes																																																																												
no	steps	Calle Lion																				2				down					limited																																																																				
no	pedestrian	Calle Lion																																																																																																	
no	pedestrian	Calle dei Greci																																																																																																	
no	pedestrian	Corte Bosello																																																																																																	
	pedestrian	Corte Bosello														yes																																																																																			
	footway	Ponte Lion										yes	1																																																																																						
	steps	Ponte Lion										yes	1									15				up																																																																									
	footway	Ponte Lion										yes	1																																																																																						
	footway	Ponte de Sant'Antonin										yes	1																																																																																						
	steps	Ponte de Sant'Antonin										yes	1									7				up																																																																									
	footway	Ponte de Sant'Antonin										yes	1																																																																																						
	steps	Ponte de Sant'Antonin										yes	1									7				up																																																																									
	steps	Ponte de Sant'Antonin										yes	1									7				up																																																																									
	footway	Ponte de la Comenda										yes	1																																																																																						
	steps	Ponte de la Comenda										yes	1									6				up																																																																									
	footway	Ponte de la Comenda										yes	1																																																																																						
	steps	Ponte de la Comenda										yes	1									4				up																																																																									
	steps	Ponte de la Comenda										yes	1									8				down																																																																									
	footway	Ponte de la Comenda										yes	1																																																																																						
	steps	Ponte de la Comenda										yes	1									6				down																																																																									
	footway	Ponte dei Greci										yes	1																																																																																						
	steps	Ponte dei Greci										yes	1									5				down																																																																									
	footway	Ponte dei Greci										yes	1																																																																																						
	steps	Ponte dei Greci										yes	1													down																																																																									
no	footway	Ponte dei Greci										yes	1																																																																																						
	footway	Ponte dei Greci										yes	1																																																																																						
	steps	Ponte dei Greci										yes	1									4				down																																																																									
no	pedestrian	Ramo Bosello																																																																																																	
no	pedestrian	Ramo Salvioni																																																																																																	
no	pedestrian	Ramo Salvioni																																																																																																	
no	pedestrian	Sotoportego Bosello																	building_passage				yes																																																																												
no	pedestrian	Sotoportego Salvioni																					yes																																																																												
no	pedestrian	Sotoportego Salvioni																																																																																																	
no	pedestrian	Sotoportego dei Greci																	building_passage				yes																																																																												
no	pedestrian	Calle Coppo																																																																																																	
no	pedestrian	Calle San Giovanni Laterano																																																																																																	
no	footway	Calle de Mezo										yes	1																																																																																						
	pedestrian	Campiello Cappello														yes																																																																																			
no	pedestrian	Campo San Lorenzo																																																																																																	
no	pedestrian	Campo San Lorenzo																																																																																																	
no	pedestrian	Campo San Lorenzo																																																																																																	
	pedestrian	Campo San Severo														yes																																																																																			
no	pedestrian	Campo San Severo																																																																																																	
	pedestrian	Corte Coppo														yes																																																																																			
no	pedestrian	Corte Muazzo																																																																																																	
	pedestrian	Corte Muazzo														yes																																																																																			
	pedestrian	Corte dei Preti														yes																																																																																			
no	pedestrian	Corte dei Preti																																																																																																	
no	steps	Fondamenta San Giovanni Laterano																				3				down																																																																									
no	steps	Fondamenta San Giovanni Laterano																				3				up																																																																									
no	footway	Fondamenta San Giovanni Laterano																																																																																																	
no	pedestrian	Fondamenta San Giovanni Laterano																																																																																																	
	footway	Ponte Cappello										yes	1																																																																																						
	steps	Ponte Cappello										yes	1									7				down																																																																									
	footway	Ponte Cavagnis										yes	1																																																																																						
	steps	Ponte Cavagnis										yes	1									11				down																																																																									
	steps	Ponte Muazzo										yes	1									9				down																																																																									
	footway	Ponte Muazzo										yes	1																																																																																						
	footway	Ponte Novo										yes	1																																																																																						
	steps	Ponte Novo										yes	1									12				up																																																																									
	steps	Ponte Novo										yes	1									11				down																																																																									
	footway	Ponte Tetta										yes	1																																																																																						
	footway	Ponte Tetta										yes	1																																																																																						
	steps	Ponte Tetta										yes	1									5				up																																																																									
	steps	Ponte Tetta										yes	1									5				up																																																																									
	footway	Ponte Tetta										yes	1																																																																																						
	steps	Ponte Tetta										yes	1									5				down																																																																									
	steps	Ponte de San Lorenzo										yes	1									15				down																																																																									
	footway	Ponte de San Lorenzo										yes	1																																																																																						
	steps	Ponte de San Severo										yes	1									5				up																																																																									
	steps	Ponte de San Severo										yes	1									5				up																																																																									
	steps	Ponte de San Severo										yes	1									5				down																																																																									
	footway	Ponte de San Severo										yes	1																																																																																						
	footway	Ponte de San Severo										yes	1																																																																																						
	steps	Ponte de San Severo										yes	1									5				down																																																																									
	footway	Ponte de San Severo										yes	1																																																																																						
	steps	Ponte de la Corte Nova										yes	1									9				up																																																																									
	footway	Ponte de la Corte Nova										yes	1																																																																																						
no	pedestrian	Ramo Cappello																																																																																																	
no	pedestrian	Ramo dei Preti																																																																																																	
no	pedestrian	Ramo dei Preti																																																																																																	
no	pedestrian	Ramo secondo de la Madoneta																																																																																																	
no	pedestrian	Sotoportego Coppo																					yes																																																																												
no	pedestrian	Sotoportego Muazzo																					yes																																																																												
no	pedestrian	Sotoportego dei Preti																					yes																																																																												
no	pedestrian	Sotoportego dei Preti																					yes																																																																												
	pedestrian	Calle Cavalli															yes																																																																																		
no	pedestrian	Campo de Santa Giustina detto de Barbaria															yes							Campo de Santa Giustina;Campo de Barbaria																																																																											
no	pedestrian	Campo de Santa Giustina detto de Barbaria															yes							Campo de Santa Giustina;Campo de Barbaria																																																																											
no	pedestrian	Campo de Santa Giustina detto de Barbaria															yes							Campo de Santa Giustina;Campo de Barbaria																																																																											
no	pedestrian	Campo de Santa Giustina detto de Barbaria															yes							Campo de Santa Giustina;Campo de Barbaria																																																																											
no	pedestrian	Campo de Santa Giustina detto de Barbaria															yes							Campo de Santa Giustina;Campo de Barbaria																																																																											
	pedestrian	Corte Zon																																										private																																																							
	pedestrian	Corte de le Do Porte														yes	yes																																																																																		
no	pedestrian	Corte de le Do Porte																																																																																																	
no	pedestrian	Corte de le Do Porte															yes																																																																																		
	steps	Ponte de Santa Giustina										yes	1									9				down																																																																									
	footway	Ponte de Santa Giustina										yes	1				yes																																																																																		
	steps	Ponte de Santa Giustina										yes	1				yes					9				down																																																																									
	steps	Ponte de Santa Giustina										yes	1				yes					8				up																																																																									
no	pedestrian	Sotoportego de le Do Porte															yes						yes																																																																												
no	pedestrian	Calle Torelli detta de la Cavalerizza																						Calle Luigi Torelli detta de la Cavallerizza																																																																											
	steps	Corte Veniera																				1		Corte del Verier																																																																											
no	pedestrian	Corte Veniera																						Corte del Verier																																																																											
no	pedestrian	Corte del Paruchier																																																																																																	
	steps	Ponte della Cavana dell'Ospedale ai Mendicanti										yes	1									9				down																																																																									
no	pedestrian	Fondamenta dei Mendicanti																																																																																																	
	steps	Ponte della Cavana dell'Ospedale ai Mendicanti										yes	1									9				up																																																																									
no	pedestrian	Ponte della Cavana dell'Ospedale ai Mendicanti										yes	1																																																																																						
	footway	Ponte Cavallo			PONTE CAVALLO							yes	1																																																																																						
	steps	Ponte Cavallo			PONTE CAVALLO							yes	1									8				down																																																																									
	footway	Ponte Cavallo			PONTE CAVALLO							yes	1																																																																																						
	steps	Ponte Cavallo			PONTE CAVALLO							yes	1									8				down																																																																									
	steps	Ponte de l'Ospedaletto										yes	1									5				down	Ponte de l'Ospealeto																																																																								
	footway	Ponte de l'Ospedaletto										yes	1														Ponte de l'Ospealeto																																																																								
	steps	Ponte de l'Ospedaletto										yes	1									5				down	Ponte de l'Ospealeto																																																																								
	footway	Ponte de l'Ospedaletto										yes	1														Ponte de l'Ospealeto																																																																								
	footway	Ponte dei Conzafelzi										yes	1																																																																																						
	steps	Ponte dei Conzafelzi										yes	1									13				down																																																																									
no	footway	Ponte dei Conzafelzi										yes	1																																																																																						
	steps	Ponte dei Conzafelzi										yes	1									3				up																																																																									
	footway	Ponte dei Mendicanti			PONTE DEI MENDICANTI							yes	1																																																																																						
	steps	Ponte dei Mendicanti			PONTE DEI MENDICANTI							yes	1									9				down																																																																									
	steps	Ponte dei Mendicanti			PONTE DEI MENDICANTI							yes	1									9				up																																																																									
	footway	Ponte dei Mendicanti			PONTE DEI MENDICANTI							yes	1																																																																																						
	steps	Ponte dei Mendicanti			PONTE DEI MENDICANTI							yes	1									7				down																																																																									
	steps	Ponte dei Mendicanti			PONTE DEI MENDICANTI							yes	1									7				down																																																																									
	steps	Ponte dei Mendicanti			PONTE DEI MENDICANTI							yes	1									7				up																																																																									
no	pedestrian	Ramo de la Terazza																																										private																																																							
no	pedestrian	Ramo secondo del Brusà																					yes																																																																												
no	pedestrian	Ramo secondo del Brusà																																																																																																	
no	pedestrian	Sotoportego Nicolò Massa															yes																																																																																		
no	pedestrian	Sotoportego Nicolò Massa															yes		building_passage				yes																																																																												
no	pedestrian	Sotoportego Torelli detta de la Cavalerizza																					yes	Sotoportego Luigi Torelli detta de la Cavallerizza																																																																											
no	pedestrian	Sotoportego de la Terazza																					yes																					private																																																							
no	pedestrian	Sotoportego de la Terazza																																																																																																	
no	pedestrian	Calle Trevisana o Cicogna			CALLE TREVISANA O CICOGNA														yes				yes																																																																												
no	pedestrian	Calle del Squero Vecchio			CALLE DEL SQUERO VECCHIO																			Calle del Squero Vechio																																																																											
	pedestrian	Corte Bressana																																																																																																	
	steps	Ponte Cavallo			PONTE CAVALLO							yes	1									5				up																																																																									
	footway	Ponte Cavallo			PONTE CAVALLO							yes	1																																																																																						
	steps	Ponte Minich										yes	1									10				down																																																																									
	footway	Ponte Minich										yes	1																																																																																						
	steps	Ponte Minich										yes	1									2				down																																																																									
	steps	Ponte Rosso			PONTE ROSSO							yes	1									3				down																																																																									
	steps	Ponte Rosso			PONTE ROSSO							yes	1									8				down																																																																									
	steps	Ponte Rosso			PONTE ROSSO							yes	1									11				up																																																																									
	footway	Ponte Rosso			PONTE ROSSO							yes	1																																																																																						
	footway	Ponte de le Erbe										yes	1																																																																																						
no	steps	Ponte de le Erbe										yes	1									3				down																																																																									
	steps	Ponte de le Erbe										yes	1									5				down																																																																									
no	footway	Ponte de le Erbe										yes	1																																																																																						
no	pedestrian	Sotoportego del Squero Vecchio																	yes				yes	Sotoportego del Squero Vechio																																																																											
no	pedestrian	Calle Stella			CALLE STELLA																																																																																														
no	pedestrian	Calle Stella			CALLE STELLA																																																																																														
no	pedestrian	Calle dei Meloni			CALLE DEI MELONI																																																																																														
	pedestrian	Corte Berlendis			CORTE BERLENDIS																																																																																														
	pedestrian	Corte Berlendis			CORTE BERLENDIS																																																																																														
no	pedestrian	Corte Nova																																										private																																																							
	pedestrian	Corte Semenzi			CORTE SEMENZI																																																																																														
	pedestrian	Corte Semenzi			CORTE SEMENZI														yes				yes																																																																												
no	pedestrian	Corte del Paludo																																																																																																	
no	pedestrian	Fondamente Nove			FONDAMENTE NOVE																																																																																														
	steps	Ponte Cavagnis										yes	1									10				up																																																																									
	steps	Ponte de l'Ospedaletto										yes	1									7				up	Ponte de l'Ospealeto																																																																								
	steps	Ponte de la Panada alle Fondamente Nove										yes	1									3		Ponte Panada		down																																																																									
	footway	Ponte Panada										yes	1											Ponte Panada																																																																											
	footway	Ponte Panada										yes	1											Ponte Panada																																																																											
	footway	Ponte Panada										yes	1											Ponte Panada																																																																											
	steps	Ponte de la Panada alle Fondamente Nove										yes	1									3				up																																																																									
	steps	Ponte de la Panada alle Fondamente Nove										yes	1									3		Ponte Panada		down																																																																									
	steps	Ponte de la Panada alle Fondamente Nove										yes	1									3				up																																																																									
	footway	Ponte Panada										yes	1																																																																																						
	footway	Ponte Panada										yes	1																																																																																						
	steps	Ponte de la Panada alle Fondamente Nove										yes	1									3				up																																																																									
	steps	Ponte de la Panada alle Fondamente Nove										yes	1									3		Ponte Panada		down																																																																									
	steps	Ponte de la Panada alle Fondamente Nove										yes	1									3				up																																																																									
	steps	Ponte de la Panada alle Fondamente Nove										yes	1									3		Ponte Panada		down																																																																									
	footway	Ponte Panada										yes	1																																																																																						
	footway	Ponte Panada										yes	1											Ponte Panada																																																																											
	footway	Ponte de la Panada alle Fondamente Nove										yes	1																																																																																						
	footway	Ponte Panada										yes	1											Ponte Panada																																																																											
	steps	Ponte de la Panada alle Fondamente Nove										yes	1									3		Ponte Panada		down																																																																									
no	steps	Ponte de la Panada			PONTE DE LA PANADA							yes	1									6				down																																																																									
no	steps	Ponte de la Panada			PONTE DE LA PANADA							yes	1									4				up																																																																									
no	steps	Ponte de la Panada			PONTE DE LA PANADA							yes	1									4				down																																																																									
	steps	Ponte de la Panada			PONTE DE LA PANADA							yes	1									5	yes			up																																																																									
no	footway	Ponte de la Panada			PONTE DE LA PANADA							yes	1																																																																																						
no	footway	Ponte de la Panada			PONTE DE LA PANADA							yes	1																																																																																						
no	steps	Ponte de la Panada			PONTE DE LA PANADA							yes	1									4				up																																																																									
	steps	Ponte de la Panada			PONTE DE LA PANADA							yes	1									6				down																																																																									
	steps	Ponte de le Erbe										yes	1									7				up																																																																									
no	steps	Ponte della Cavana dell'Ospedale										yes	1									11				up																																																																									
no	steps	Ponte della Cavana dell'Ospedale										yes	1									11				down																																																																									
no	footway	Ponte della Cavana dell'Ospedale										yes	1																																																																																						
	pedestrian	Sotoportego Berlendis																	yes				yes																																																																												
	pedestrian	Sotoportego Berlendis																	yes				yes																																																																												
no	pedestrian	Sotoportego Corte Nova			SOTOPORTEGO E CORTE NOVA														yes				yes																					private																																																							
no	pedestrian	Sotoportego Stella																	yes				yes																																																																												
no	pedestrian	Calle Nova			CALLE NOVA																		yes																																																																												
no	pedestrian	Campiello de la Madonna																						Campiello de la Madona																																																																											
no	pedestrian	Campiello de la Pietà																																																																																																	
no	pedestrian	Campiello dei Felzi																																																																																																	
no	pedestrian	Campo del Tiziano																																																																																																	
no	pedestrian	Corte Contarina																																																																																																	
no	pedestrian	Corte Contarina																																																																																																	
no	pedestrian	Corte Maffioletti																																																																																																	
no	pedestrian	Corte de la Carità																																																																																																	
no	pedestrian	Corte de la Carità																																																																																																	
no	pedestrian	Corte de la Carità																																																																																																	
	steps	Ponte Donà			PONTE DONA							yes	1									5				up																																																																									
	steps	Ponte Donà			PONTE DONA							yes	1									5				down																																																																									
	footway	Ponte Donà			PONTE DONA							yes	1																																																																																						
	footway	Ponte Donà			PONTE DONA							yes	1																																																																																						
	footway	Ponte Donà			PONTE DONA							yes	1																																																																																						
	footway	Ponte Donà			PONTE DONA							yes	1																																																																																						
	steps	Ponte Donà			PONTE DONA							yes	1									5				up																																																																									
	steps	Ponte Donà			PONTE DONA							yes	1									5				down																																																																									
	steps	Ponte Donà			PONTE DONA							yes	1									5				up																																																																									
	steps	Ponte Donà			PONTE DONA							yes	1									5				down																																																																									
	footway	Ponte Donà			PONTE DONA							yes	1																																																																																						
	footway	Ponte Donà			PONTE DONA							yes	1																																																																																						
	footway	Ponte Donà			PONTE DONA							yes	1																																																																																						
	steps	Ponte Donà			PONTE DONA							yes	1									5				down																																																																									
	steps	Ponte Donà			PONTE DONA							yes	1									5				up																																																																									
	steps	Ponte Donà			PONTE DONA							yes	1									5				down																																																																									
	footway	Ponte Donà			PONTE DONA							yes	1																																																																																						
	footway	Ponte Donà			PONTE DONA							yes	1																																																																																						
	footway	Ponte Giustinian			PONTE GIUSTINIAN							yes	1																																																																																						
	steps	Ponte Giustinian			PONTE GIUSTINIAN							yes	1									14	yes			up																																																																									
	steps	Ponte de l'Acquavita			PONTE DE L'ACQUAVITA							yes	1									9				down																																																																									
	steps	Ponte de l'Acquavita			PONTE DE L'ACQUAVITA							yes	1									4				down																																																																									
	steps	Ponte de l'Acquavita			PONTE DE L'ACQUAVITA							yes	1									9				up																																																																									
	footway	Ponte de l'Acquavita			PONTE DE L'ACQUAVITA							yes	1																						1977																		simple-suspension												cast iron																																		
no	pedestrian	Calle del Figo																																																																																																	
no	pedestrian	Campiello Crosetta																																																																																																	
no	pedestrian	Campiello del Pestrin																																																																																																	
no	pedestrian	Corte Batagia																																																																																																	
no	pedestrian	Corte del Pozeto d'Oro																																																																																																	
	steps	Ponte Noris										yes	1									3				up																																																																									
	steps	Ponte Noris										yes	1									5				down																																																																									
	footway	Ponte Noris										yes	1																																																																																						
	steps	Ponte Noris										yes	1									3				down																																																																									
	footway	Ponte Noris										yes	1																																																																																						
	footway	Ponte Noris										yes	1																																																																																						
	steps	Ponte Noris										yes	1									3				down																																																																									
	steps	Ponte Pasqualigo										yes	1									6				down																																																																									
	footway	Ponte Pasqualigo										yes	1																																																																																						
	pedestrian	Ponte Widmann																					yes																																																																												
	steps	Ponte Widmann										yes	1									11				down																																																																									
	steps	Ponte Widmann										yes	1									5				up																																																																									
	footway	Ponte Widmann										yes	1																																																																																						
	footway	Ponte Widmann										yes	1																																																																																						
	steps	Ponte del Piovan										yes	1									6		Ponte del Volto		down																																																																									
	footway	Ponte del Piovan										yes	1											Ponte del Volto																																																																											
	steps	Ponte del Piovan										yes	1									5		Ponte del Volto		up																																																																									
	steps	Ponte del Piovan										yes	1									5	yes	Ponte del Volto		down																																																																									
	footway	Ponte del Piovan										yes	1											Ponte del Volto																																																																											
	steps	Ponte del Piovan										yes	1									3		Ponte del Volto		down																																																																									
no	footway	Ponte del Piovan			SOTOPORTEGO DEL MAGAZEN							yes	1											Ponte del Volto																																																																											
no	footway	Ponte del Piovan										yes	1											Ponte del Volto																																																																											
no	pedestrian	Ramo secondo Bon			RAMO SECONDO BON																																																																																														
no	pedestrian	Campiello Bruno Crovato già San Canzian																						Campiello Bruno Crovato																					Campiello San Canzian																																																						
no	pedestrian	Campiello Bruno Crovato già San Canzian																						Campiello Bruno Crovato																					Campiello San Canzian																																																						
no	pedestrian	Campiello Bruno Crovato già San Canzian																						Campiello Bruno Crovato																					Campiello San Canzian																																																						
no	pedestrian	Campiello Santa Maria Nova																																																																																																	
no	pedestrian	Campiello Santa Maria Nova																																																																																																	
no	pedestrian	Campiello Valmarana																																																																																																	
no	pedestrian	Campiello de la Cason																																												Campiello della Cason																																																					
no	pedestrian	Campiello de la Cason																																												Campiello della Cason																																																					
no	pedestrian	Campo San Canzian																																																																																																	
	steps	Ponte San Canzian										yes	1									6		Ponte de San Canzian		down																																																																									
no	steps	Ponte San Canzian										yes	1									6	yes	Ponte de San Canzian		down																																																																									
no	steps	Ponte San Canzian										yes	1									7		Ponte de San Canzian		down																																																																									
	steps	Ponte San Canzian										yes	1									9		Ponte de San Canzian		up																																																																									
	footway	Ponte San Canzian										yes	1											Ponte de San Canzian																																																																											
	footway	Ponte San Canzian										yes	1											Ponte de San Canzian																																																																											
no	footway	Ponte San Canzian										yes	1											Ponte de San Canzian																																																																											
no	footway	Ponte San Canzian										yes	1											Ponte de San Canzian																																																																											
	steps	Ponte Santa Maria Nova										yes	1									10		Ponte de Santa Maria Nova		up																																																																									
	footway	Ponte Santa Maria Nova										yes	1											Ponte de Santa Maria Nova																																																																											
	steps	Ponte Santa Maria Nova										yes	1									5		Ponte de Santa Maria Nova		down																																																																									
	footway	Ponte Santa Maria Nova										yes	1											Ponte de Santa Maria Nova																																																																											
no	pedestrian	Corte del Forno																																																																																																	
	steps	Ponte dei Miracoli										yes	1									6				down																																																																									
	footway	Ponte dei Miracoli										yes	1																																																																																						
	steps	Ponte dei Miracoli										yes	1									5				up																																																																									
	steps	Ponte dei Miracoli										yes	1									5				down																																																																									
	footway	Ponte dei Miracoli										yes	1																																																																																						
	steps	Ponte dei Miracoli										yes	1									6				up																																																																									
no	pedestrian	Sotoportego del Forno																	yes				yes																																																																												
no	pedestrian	Calle Dolfin			CALLE DOLFIN																																																																																														
no	pedestrian	Calle Dolfin			CALLE DOLFIN																																																																																														
no	pedestrian	Sotoportego Corner			SOTOPORTEGO E CALLE CORNER														yes				yes																																																																												
no	pedestrian	Corte Prima del Milion																	yes				yes	Corte del Forno																																																																											
	footway	Ponte Marco Polo			PONTE MARCO POLO							yes	1											Ponte del Teatro																																																																											
	steps	Ponte Marco Polo			PONTE MARCO POLO							yes	1									11		Ponte del Teatro		up																																																																									
	steps	Ponte Marco Polo			PONTE MARCO POLO							yes	1											Ponte del Teatro		down																																																																									
no	pedestrian	Sotoportego del Teatro																					yes																																																																												
no	pedestrian	Sotoportego del Teatro																					yes																																																																												
no	pedestrian	Calle Civran																	building_passage																																																																																
no	pedestrian	Calle Civran																																																																																																	
no	pedestrian	Calle Civran																																																																																																	
no	pedestrian	Campiello del Lion Bianco																																																																																																	
no	pedestrian	Campiello del Remer																					yes																																																																												
no	pedestrian	Corte de Ca' Amadi																																																																																																	
no	footway	Corte del Tentor																																																																																																	
	footway	Ponte de Sant'Antonio										yes	1																																																																																						
	steps	Ponte de Sant'Antonio										yes	1									13	yes			up																																																																									
	pedestrian	Ponte de l'Olio			PONTE DE L'OLIO							yes	1																																																																																						
	steps	Ponte de l'Olio			PONTE DE L'OLIO							yes	1													down																																																																									
	steps	Ponte de l'Olio			PONTE DE L'OLIO							yes	1									5				up																																																																									
	steps	Ponte de l'Olio			PONTE DE L'OLIO							yes	1									5				up																																																																									
	footway	Ponte dei Santi Apostoli											-1						yes			12	yes																																																																												
no	pedestrian	Corte Zocchi																																																																																																	
